Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
2,"S Hertling, H Paulheim","Dbkwik: A consolidated knowledge graph from thousands of wikis",2018,"2018 IEEE International ConferenceÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8588770/","https://scholar.google.com/scholar?cites=10345879368289130575&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,2,2.00,1,2,1
0,"S Mittal, A Joshi, T Finin","Cyber-All-Intel: An AI for Security related Threat Intelligence",2019,"arXiv preprint arXiv:1905.02895","arxiv.org","https://arxiv.org/abs/1905.02895","",24,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,3,1
21,"S Zhou, C Chelmis, VK Prasanna","Accelerating large-scale single-source shortest path on FPGA",2015,"2015 IEEE InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7284300/","https://scholar.google.com/scholar?cites=15697201853470996942&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,21,5.25,7,3,4
186,"P Jain, P Hitzler, PZ Yeh, K Verma, AP Sheth","Linked data is merely more data",2010,"2010 AAAI SpringÂ â€¦","aaai.org","https://www.aaai.org/ocs/index.php/SSS/SSS10/paper/viewPaper/1130","https://scholar.google.com/scholar?cites=622528714943071073&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,186,20.67,37,5,9
16,"D BattrÃ©, F Heine, O Kao","TopÂ k RDF Query Evaluation in Structured P2P Networks",2006,"European Conference on Parallel Processing","Springer","https://link.springer.com/chapter/10.1007/11823285_105","https://scholar.google.com/scholar?cites=10009539241850188703&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,16,1.23,5,3,13
33,"D Karagiannis, RA Buchmann","Linked open models: extending linked open data with conceptual model information",2016,"Information Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306437915001830","https://scholar.google.com/scholar?cites=15536628872967361859&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,33,11.00,17,2,3
202,"TK Bauer, S Bender","Technological change, organizational change, and job turnover",2004,"Labour Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927537103000939","https://scholar.google.com/scholar?cites=13321732173385187537&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,202,13.47,101,2,15
0,"TYS Ono","View divergence control of replicated data using update delay estimation",,"Proceedings of the... Symposium on ReliableÂ â€¦","IEEE","","",24,"2019-07-21 18:19:59","CITATION","","","",,,,,0,0.00,0,1,
3,"Y Yang, G Zhang, J Wang, S Ye, ...","Public Cultural Knowledge Graph Platform",2017,"2017 IEEE 11thÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7889556/","https://scholar.google.com/scholar?cites=3001341615857438082&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,3,1.50,1,5,2
83,"D Garijo, Y Gil","A new approach for publishing workflows: abstractions, standards, and linked data",2011,"Proceedings of the 6th workshop on Workflows inÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2110504","https://scholar.google.com/scholar?cites=13151488662229768814&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,83,10.38,42,2,8
16,"V De Boer, NB Gyan, A Bon, W Tuyp, ...","A dialogue with linked data: Voice-based access to market data in the sahel",2015,"SemanticÂ â€¦","content.iospress.com","https://content.iospress.com/articles/semantic-web/sw132","https://scholar.google.com/scholar?cites=8150666360971265655&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,16,4.00,3,5,4
40,"JH Simpson, JD Woods","Temperature microstructure in a fresh water thermocline",1970,"Nature","nature.com","https://www.nature.com/articles/226832a0","https://scholar.google.com/scholar?cites=6490673592073791968&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,40,0.82,20,2,49
8,"C Denis, KR Rybicki, P Varga","Secular changes of LOD associated with a growth of the inner core",2006,"Astronomische NachrichtenÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/asna.200510531","https://scholar.google.com/scholar?cites=11101004460749206662&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,8,0.62,3,3,13
243,"JR Engen, DL Smith","Peer reviewed: Investigating protein structure and dynamics by hydrogen exchange MS",2001,"","ACS Publications","https://pubs.acs.org/doi/pdfplus/10.1021/ac012452f","https://scholar.google.com/scholar?cites=7498200625013650876&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","PDF","","","",,,,,243,13.50,122,2,18
0,"AF Dia, ZK Aoul, A Boly, E MÃ©tais","Fast SPARQL join processing between distributed streams and stored RDF graphs using bloom filters",2018,"2018 12th InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8406674/","",24,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,4,1
468,"B Salzberg, VJ Tsotras","Comparison of access methods for time-evolving data",1999,"ACM Computing Surveys (CSUR)","dl.acm.org","https://dl.acm.org/citation.cfm?id=319816","https://scholar.google.com/scholar?cites=4528740000607223301&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,468,23.40,234,2,20
20,"MC Pattuelli, A Provo, H Thorsen","Ontology building for linked open data: A pragmatic perspective",2015,"Journal of Library Metadata","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/19386389.2015.1099979","https://scholar.google.com/scholar?cites=7675675188899978974&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,20,5.00,7,3,4
7,"S Verstichel, B Volckaert, B Dhoedt, ...","Context-aware scheduling of distributed DL-reasoning tasks in wireless sensor networks",2011,"InternationalÂ â€¦","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1155/2011/521810","https://scholar.google.com/scholar?cites=1164464230360023368&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,7,0.88,2,4,8
5,"X Bai, LG Huang, H Zhang, A Egyed","GoPoMoSA: a goal-oriented process modeling and simulation advisor",2011,"Proceedings of the 2011Â â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1987907","https://scholar.google.com/scholar?cites=17309109389984146512&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,5,0.63,1,4,8
2,"M Knuth, O Hartig, H Sack","Scheduling refresh queries for keeping results from a sparql endpoint up-to-date (extended version)",2016,"arXiv preprint arXiv:1608.08130","arxiv.org","https://arxiv.org/abs/1608.08130","https://scholar.google.com/scholar?cites=8409859065025665657&as_sdt=2005&sciodt=0,5&hl=en",24,"2019-07-21 18:19:59","","","","",,,,,2,0.67,1,3,3
0,"L JÃšNIOR, NHA SANTOS, ...","Microbiological and sensorial evaluations of cured sausage elaborated with secondary cut of"" Baby buffalo"".",2002,"â€¦Â Oriental-Artigo emÂ â€¦","alice.cnptia.embrapa.br","https://www.alice.cnptia.embrapa.br/bitstream/doc/403472/1/Microbiologicalandsensorial.pdf","",24,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,3,17
0,"K Kjernsmo","SPARQL on the Open, Decentralised Web",2016,"","duo.uio.no","https://www.duo.uio.no/handle/10852/53272","",24,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,1,3
26,"DK Pal, M Durner, DA Greenberg","Effect of misspecification of gene frequency on the two-point LOD score",2001,"European Journal of HumanÂ â€¦","nature.com","https://www.nature.com/articles/5200724","https://scholar.google.com/scholar?cites=2886583166890363532&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,26,1.44,9,3,18
99,"A Langegger, W WÃ¶ÃŸ","XLWrapâ€“querying and integrating arbitrary spreadsheets with SPARQL",2009,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-04930-9_23","https://scholar.google.com/scholar?cites=17073801036024658670&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,99,9.90,50,2,10
10,"CKK Reddy, PR Anisha, ...","Third party data protection applied to cloud and XACML implementation in the hadoop environment with sparql",2012,"IOSR Journal ofÂ â€¦","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8df7/2920b11e1f7de791e6753ab72609002b1e8e.pdf","https://scholar.google.com/scholar?cites=9246530063069576022&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","PDF","","","",,,,,10,1.43,3,3,7
9,"Y Jing, D Jeong, DK Baik","SPARQL graph pattern rewriting for OWL-DL inference query",2008,"2008 Fourth InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4624226/","https://scholar.google.com/scholar?cites=10675017672862461237&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,9,0.82,3,3,11
239,"A Urwyler, T Deufel, T McCarthy, ...","Guidelines for molecular genetic detection of susceptibility to malignant hyperthermia",2001,"British Journal ofÂ â€¦","academic.oup.com","https://academic.oup.com/bja/article-abstract/86/2/283/277807","https://scholar.google.com/scholar?cites=3503733257759585713&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,239,13.28,60,4,18
30,"AE Cano, A Varga, M Rowe, F Ciravegna, ...","Harnessing linked knowledge sources for topic classification in social media",2013,"Proceedings of the 24thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2481497","https://scholar.google.com/scholar?cites=4864474561987737499&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,30,5.00,6,5,6
4,"JJW Presbrey","Linked data platform for web applications",2014,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/91861","https://scholar.google.com/scholar?cites=5309859075636786460&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,4,0.80,4,1,5
0,"K Kunti, S Bharti, AP Chaudhuri, ...","Coupling RDF/RSS and WSRP for Dynamic Reusable Portlets: An Approach and a Use Case",2006,"â€¦Â Computing (SCC'06)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4026944/","",25,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,4,13
8,"K Simov, P Osenova, A Popov","Comparison of word embeddings from different knowledge graphs",2017,"International Conference on LanguageÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-59888-8_19","https://scholar.google.com/scholar?cites=1393773546929414952&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,8,4.00,3,3,2
90,"JW Handgraaf, TS van Erp, EJ Meijer","Ab initio molecular dynamics study of liquid methanol",2003,"Chemical physics letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0009261402017797","https://scholar.google.com/scholar?cites=3350335187382651883&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,90,5.63,30,3,16
4,"MA Ruben","Low cost graphics",1969,"Computer Graphics","Springer","https://link.springer.com/chapter/10.1007/978-1-4684-8586-8_8","https://scholar.google.com/scholar?cites=17718186325080516526&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,4,0.08,4,1,50
31,"Z Liu, R Brandt, O Hellwig, S Florez, T Thomson, ...","Thickness dependent magnetization dynamics of perpendicular anisotropy Co/Pd multilayer films",2011,"Journal of MagnetismÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304885311000436","https://scholar.google.com/scholar?cites=6008511258103619263&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,31,3.88,5,6,8
60,"J Urbani, J Maassen, N Drost, ...","Scalable RDF data compression with MapReduce",2013,"Concurrency andÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.2840","https://scholar.google.com/scholar?cites=6075486194839920645&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,60,10.00,15,4,6
9,"O Hassanzadeh, RJ Miller","Automatic curation of clinical trials data in LinkedCT",2015,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-319-25010-6_16","https://scholar.google.com/scholar?cites=10621563707272528117&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,9,2.25,5,2,4
16,"O Suominen, S Pessala, J Tuominen, ...","Deploying National Ontology Services: From ONKI to Finto.",2014,"International SemanticÂ â€¦","ceur-ws.org","http://ceur-ws.org/Vol-1383/paper6.pdf","https://scholar.google.com/scholar?cites=11906947592554448308&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","PDF","","","",,,,,16,3.20,4,4,5
1,"K Klouche, T Ruotsalo, G Jacucci","From Hyperlinks to Hypercues: Entity-Based Affordances for Fluid Information Exploration",2018,"â€¦Â of the 2018 on Designing InteractiveÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=3196775","https://scholar.google.com/scholar?cites=5118875370060306976&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,1,1.00,0,3,1
42,"A WL","Some challenges and issues in managing, and preserving access to, long-lived collections of digital scientific and technical data",2004,"Data Science Journal","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/dsj/3/0/3_0_191/_article/-char/ja/","https://scholar.google.com/scholar?cites=17635791680342135851&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,42,2.80,42,1,15
22,"S Ahmetaj, W Fischl, R Pichler, M Å imkus, ...","Towards reconciling SPARQL and certain answers",2015,"Proceedings of the 24thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2741636","https://scholar.google.com/scholar?cites=3451099525917711694&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,22,5.50,4,5,4
0,"ZU Shamszaman, MI Ali, A Mileo","On the need for adaptivity in RDF Stream Processing",,"w3.org","","https://www.w3.org/community/rsp/files/2015/05/RSP_Workshop_2015_submission_8.pdf","",25,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,3,
84,"T Davies, F Perini","Researching the emerging impacts of open data: revisiting the ODDC conceptual framework",2016,"The Journal of Community Informatics","jat.gws.uky.edu","http://jat.gws.uky.edu/index.php/ciej/article/view/1281","https://scholar.google.com/scholar?cites=1264325363027465855&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,84,28.00,42,2,3
5,"BH Lin, RM Morrison","A closer look at declining fruit and vegetable consumption using linked data sources",2016,"","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/245664/files/http___www_ers_usda_gov_amber-waves_2016-july_a-closer-look-at-declining-fruit-and-vegetable-consumption-using-linked-data-sources_aspx__V_JNCy1pEXE_pdf.pdf","https://scholar.google.com/scholar?cites=5553488952763039920&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","PDF","","","",,,,,5,1.67,3,2,3
5,"HY Shyu, SH Hsieh, YH Chou","Integrating concept map into designing a courseware management system",2004,"Journal of EducationalÂ â€¦","ntur.lib.ntu.edu.tw","http://ntur.lib.ntu.edu.tw/handle/246246/85437","https://scholar.google.com/scholar?cites=493004549601333558&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","CITATION","","","",,,,,5,0.33,2,3,15
43,"SK Bansal","Towards a semantic extract-transform-load (ETL) framework for big data integration",2014,"2014 IEEE International Congress on Big Data","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6906824/","https://scholar.google.com/scholar?cites=7184640672218168642&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,43,8.60,43,1,5
1,"K Hoxha, A Baxhaku, I Ninka","Bootstrapping an Online News Knowledge Base",2016,"International Conference on WebÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-38791-8_37","https://scholar.google.com/scholar?cites=15643144655079977400&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,1,0.33,0,3,3
4,"S Chakraborty, MHH Rahman, ...","Linked open data representation of historical heritage of Bangladesh",2014,"16th Int'l ConfÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6997363/","https://scholar.google.com/scholar?cites=12750174862043634870&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,4,0.80,1,3,5
3,"A Ciampa","Development of methodologies for fish freshness assessment using metabonomics applications.",2013,"","amsdottorato.unibo.it","http://amsdottorato.unibo.it/5498/","https://scholar.google.com/scholar?cites=12661864907121001836&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,3,0.50,3,1,6
29,"HL Kim, JG Breslin, HC Chao, ...","Evolution of social networks based on tagging practices",2011,"IEEE Transactions onÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6072202/","https://scholar.google.com/scholar?cites=8413844291267297024&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,29,3.63,7,4,8
408,"B Shao, H Wang, Y Li","Trinity: A distributed graph engine on a memory cloud",2013,"Proceedings of the 2013 ACM SIGMODÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2467799","https://scholar.google.com/scholar?cites=9269861529764917133&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,408,68.00,136,3,6
22,"X Liu, PS Nielsen","Streamlining smart meter data analytics",2015,"10th Conference on Sustainable Development ofÂ â€¦","orbit.dtu.dk","http://orbit.dtu.dk/en/publications/id(2a4c6370-3c0a-4dd8-ba5e-75b0878bce30).html","https://scholar.google.com/scholar?cites=7541553342006567836&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,22,5.50,11,2,4
260,"A Buchholz, J Hurlebaus, C Wandrey, R Takors","Metabolomics: quantification of intracellular metabolite dynamics",2002,"Biomolecular engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389034402000035","https://scholar.google.com/scholar?cites=13540973952759943583&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,260,15.29,65,4,17
220,"S Weibel","The Dublin Core: a simple content description model for electronic resources",1997,"Bulletin of the American Society for InformationÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/bult.70","https://scholar.google.com/scholar?cites=2877660621553815436&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,220,10.00,220,1,22
21,"Y Karuno, H Nagamochi, T Ibaraki","Vehicle scheduling on a tree to minimize maximum lateness",1996,"Journal of the OperationsÂ â€¦","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/jorsj/39/3/39_KJ00001203035/_article/-char/ja/","https://scholar.google.com/scholar?cites=15543459534415184428&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,21,0.91,7,3,23
52,"AJG Gray, P Groth, A Loizou, S Askjaer, ...","Applying linked data approaches to pharmacology: Architectural decisions and implementation",2014,"SemanticÂ â€¦","content.iospress.com","https://content.iospress.com/articles/semantic-web/sw088","https://scholar.google.com/scholar?cites=12202318229985112517&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,52,10.40,10,5,5
52,"O Hartig","An overview on execution strategies for Linked Data queries",2013,"Datenbank-Spektrum","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s13222-013-0122-1&casa_token=ALmAdm6kaYkAAAAA:RNvwiWXOWbFHtUe00u6ENnzaJ9GVmWWXZe9qF1bHSb3CrmWwbMYh5qAwjbJmnU1OrehnmLE1Omfcqc2sOZI","https://scholar.google.com/scholar?cites=15899465470779871378&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","HTML","","","",,,,,52,8.67,52,1,6
28,"P Misra, M Chaudhuri","Performance evaluation of concurrent lock-free data structures on GPUs",2012,"2012 IEEE 18th InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6413551/","https://scholar.google.com/scholar?cites=14564514329728819561&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,28,4.00,14,2,7
9,"MT Medina, RM DurÃ³n, ME Alonso, C Dravet, ...","Childhood absence epilepsy evolving to juvenile myoclonic epilepsy: electroclinical and genetic features.",2005,"Advances inÂ â€¦","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pubmed/15508924","https://scholar.google.com/scholar?cites=17320805089026626536&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,9,0.64,2,5,14
8,"P Peng, L Zou, MT Ozsu, L Chen, D Zhao","Processing SPARQL queries over linked data-a distributed graph-based approach",2014,"CoRR, abs/1411.6763","researchgate.net","https://www.researchgate.net/profile/Dongyan_Zhao3/publication/268820309_Processing_SPARQL_Queries_Over_Linked_Data--A_Distributed_Graph-based_Approach/links/54d075ad0cf29ca811014a5d.pdf","https://scholar.google.com/scholar?cites=4799610623311301987&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","PDF","","","",,,,,8,1.60,2,5,5
60,"MA SÃºÃ±er, V Devesa, MJ Clemente, ...","Organoarsenical species contents in fresh and processed seafood products",2002,"Journal of agriculturalÂ â€¦","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/jf011026s","https://scholar.google.com/scholar?cites=16211243402627705073&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,60,3.53,15,4,17
0,"O Hartig","Publications-IDA",2019,"","ida.liu.se","https://www.ida.liu.se/research/semanticweb/publications/","",25,"2019-07-21 18:19:59","HTML","","","",,,,,0,0.00,0,1,1
85,"SE Yoon, D Manocha","Cacheâ€efficient layouts of bounding volume hierarchies",2006,"Computer Graphics Forum","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8659.2006.00970.x","https://scholar.google.com/scholar?cites=13366622709005437131&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,85,6.54,43,2,13
6,"M Atzmueller, E Sternberg","Mixed-initiative feature engineering using knowledge graphs",2017,"Proceedings of the Knowledge CaptureÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=3154473","https://scholar.google.com/scholar?cites=5129952378895412184&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,6,3.00,3,2,2
9,"K Viljanen, J Tuominen, ...","Linked open ontology services",2010,"â€¦Â and Editors for theÂ â€¦","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/b2a3/36f4548b49e13438361e8d59ce9344e76587.pdf#page=22","https://scholar.google.com/scholar?cites=3484017924057147397&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","PDF","","","",,,,,9,1.00,3,3,9
58,"J Urbani, A Margara, C Jacobs, ...","Dynamite: Parallel materialization of dynamic rdf data",2013,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-41335-3_41","https://scholar.google.com/scholar?cites=7140196323827619833&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,58,9.67,15,4,6
71,"G Ladwig, T Tran","SIHJoin: querying remote and local linked data",2011,"Extended Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-21034-1_10","https://scholar.google.com/scholar?cites=224499082987031912&as_sdt=2005&sciodt=0,5&hl=en",25,"2019-07-21 18:19:59","","","","",,,,,71,8.88,36,2,8
4,"R Chen, P Mongkolwat, DS Channin","RadMonitor: radiology operations data mining in real time",2008,"Journal of digital imaging","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10278-007-9033-8&casa_token=7Kf53o073X8AAAAA:_-nCRueBjvxNhEFEPhA_9nVNQp9DcC-kSW_LBGg3kk-7aKgZ_qI96XZsdbLOHG9OB-yPiyz-NV5p3xw9afw","https://scholar.google.com/scholar?cites=8196251636458354914&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,4,0.36,1,3,11
26,"D Iliopoulos, A Hintze, C Adami","Critical dynamics in the evolution of stochastic strategies for the iterated prisoner's dilemma",2010,"PLoS computational biology","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1000948","https://scholar.google.com/scholar?cites=13285237943045850451&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,26,2.89,9,3,9
28,"O Hartig","SQUIN: a traversal based query execution system for the web of linked data",2013,"Proceedings of the 2013 ACM SIGMOD InternationalÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2465231","https://scholar.google.com/scholar?cites=2310031552166885636&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,28,4.67,28,1,6
813,"JG Altonji, F Hayashi, LJ Kotlikoff","Is the extended family altruistically linked? Direct tests using micro data",1992,"The American Economic Review","JSTOR","https://www.jstor.org/stable/2117473?casa_token=8e_MLHMe96YAAAAA:GwoIMwRyX0xJ8rXUew96elh6dGrW4LthIEWB2227dP3ONz01Lca-D1TBztdwXHUIrR8HoSssPX7OdxmbpRNcT3KuURcnYEW1htBHvQfWsBF1NAWp_WHcAw","https://scholar.google.com/scholar?cites=9558372900744471861&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,813,30.11,271,3,27
46,"T Davies, D Edwards","Emerging implications of open and linked data for knowledge sharing in development",2012,"IDS Bulletin","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-5436.2012.00372.x","https://scholar.google.com/scholar?cites=14102380259580963876&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,46,6.57,23,2,7
3,"Y Stavrakas, G Papastefanatos, T Dalamagas, ...","Diachronic Linked Data: Towards Long-Term Preservation of Structured Interrelated Information",2012,"arXiv preprint arXivÂ â€¦","arxiv.org","https://arxiv.org/abs/1205.2292","https://scholar.google.com/scholar?cites=8258859161939245438&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,3,0.43,1,4,7
2,"M Przyjaciel-Zablocki, A SchÃ¤tzle, TD Hornung, ...","Towards a sparql 1.1 feature benchmark on real-world social network data",2013,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/88ea/b69f961df437070059a27bf260700b40aed5.pdf","https://scholar.google.com/scholar?cites=16499475893019597021&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","BOOK","","","",,,,,2,0.33,1,4,6
